feature,importance
ENSG00000168484.12,0.0017993308
ENSG00000124102.5,0.0017939894
cg03616722,0.0017908206
cg23192683,0.0017863812
ENSG00000211897.9,0.0017649111
ENSG00000227063.5,0.0017613637
ENSG00000105640.13,0.0017578154
ENSG00000149021.7,0.0017524459
ENSG00000204287.14,0.0017407514
ENSG00000239951.1,0.0017295008
ENSG00000196754.13,0.0017251081
ENSG00000175899.15,0.0017237773
ENSG00000161055.4,0.0017184145
ENSG00000143320.9,0.0017036322
cg22348992,0.0017008502
cg16620382,0.0016997781
ENSG00000105825.14,0.0016811371
ENSG00000177954.14,0.0016792698
ENSG00000166165.13,0.0016688859
ENSG00000133048.13,0.0016682607
6p,0.0016662295
ENSG00000034510.6,0.0016611818
ENSG00000130066.16,0.0016592589
ENSG00000198763.3,0.0016557724
ENSG00000204525.17,0.0016469433
ENSG00000164587.13,0.001644493
2q,0.0016344555
ENSG00000168028.14,0.001619637
ENSG00000101443.18,0.0016149506
ENSG00000143947.14,0.0016116994
ENSG00000089157.16,0.001605788
ENSG00000229117.9,0.001601767
ENSG00000211899.10,0.0015860338
cg21163347,0.0015830912
ENSG00000129824.16,0.0015782994
ENSG00000142534.7,0.0015777759
Xp,0.001573014
ENSG00000131400.8,0.0015709893
ENSG00000145425.10,0.0015692572
cg27091865,0.0015655877
ENSG00000089199.10,0.0015585462
ENSG00000105048.17,0.0015517247
cg08857906,0.0015491758
cg17472800,0.0015399823
ENSG00000211637.2,0.0015380839
ENSG00000198074.10,0.0015356942
cg05408649,0.0015347063
ENSG00000143546.10,0.0015271856
ENSG00000165502.7,0.0015146898
ENSG00000211938.2,0.0015122768
cg06282270,0.0015093784
2p,0.0015092803
ENSG00000166819.12,0.001504305
ENSG00000212907.2,0.0015016551
ENSG00000113739.10,0.0014972097
ENSG00000104879.5,0.0014962759
cg04131969,0.0014944874
ENSG00000167751.13,0.0014894368
ENSG00000126545.14,0.0014873373
ENSG00000212443.1,0.0014809283
ENSG00000197958.13,0.0014786869
ENSG00000212402.1,0.0014684529
12q,0.0014663006
cg10665616,0.0014602602
ENSG00000182492.16,0.0014576361
3p,0.0014488057
ENSG00000164879.7,0.0014477225
cg01893212,0.0014423004
ENSG00000225630.1,0.0014353307
20p,0.0014338148
ENSG00000277791.5,0.001428406
4p,0.0014180371
19p,0.0014173292
cg02048922,0.0014090195
ENSG00000279483.2,0.0014006699
cg08435683,0.0013932929
ENSG00000105388.16,0.0013865986
ENSG00000174444.15,0.001383508
ENSG00000110955.9,0.001381269
ENSG00000122711.9,0.0013742889
ENSG00000099194.6,0.0013574007
ENSG00000211660.3,0.0013429787
ENSG00000166509.12,0.0013313183
ENSG00000143819.12,0.001330301
ENSG00000133636.11,0.0013240146
ENSG00000248527.1,0.0013126847
cg14117138,0.0013093353
cg16049391,0.0013087686
ENSG00000106537.8,0.0013073144
ENSG00000160932.11,0.001303676
ENSG00000160182.3,0.0013016093
ENSG00000106153.13,0.001293848
ENSG00000167768.4,0.0012918666
ENSG00000167034.10,0.0012851954
ENSG00000170889.14,0.0012837193
ENSG00000100219.16,0.0012753275
ENSG00000118181.11,0.0012710555
ENSG00000124939.6,0.0012666807
ENSG00000175084.12,0.0012571621
ENSG00000100985.7,0.0012501995
ENSG00000189377.9,0.0012439524
ENSG00000133112.17,0.0012310812
cg10220809,0.0012296431
cg09980176,0.0012280493
ENSG00000170373.8,0.0012259609
ENSG00000160180.15,0.001220837
ENSG00000158710.15,0.0012207148
ENSG00000255974.8,0.0012112843
9p,0.0012108742
ENSG00000160181.9,0.0012094431
cg21478921,0.0012000378
ENSG00000134258.17,0.0011992155
ENSG00000133392.18,0.0011906811
cg16602369,0.0011901075
ENSG00000211668.2,0.0011786326
8p,0.001172255
ENSG00000115758.13,0.0011717966
ENSG00000130203.10,0.0011701925
ENSG00000197746.14,0.0011694707
ENSG00000211638.2,0.0011674562
cg17154724,0.001165752
cg14696311,0.0011582224
ENSG00000125144.14,0.0011563952
ENSG00000211459.2,0.001154003
ENSG00000086548.9,0.0011530938
ENSG00000244437.1,0.0011525272
cg19351954,0.001143074
ENSG00000130303.13,0.0011429192
ENSG00000135404.12,0.001138102
ENSG00000114391.13,0.0011331189
ENSG00000137673.9,0.0011301709
ENSG00000128016.7,0.0011269071
cg05743713,0.001123551
ENSG00000184009.12,0.001113925
ENSG00000268751.1,0.0011081806
ENSG00000179218.14,0.0011021321
cg24816460,0.0010977417
ENSG00000106211.10,0.0010969851
ENSG00000211964.3,0.0010965728
ENSG00000170893.4,0.0010953901
11q,0.0010930436
ENSG00000101470.10,0.0010891523
ENSG00000178372.8,0.001088511
ENSG00000122406.14,0.0010884291
ENSG00000108107.15,0.0010875072
ENSG00000185885.16,0.0010781608
cg12462916,0.0010715919
ENSG00000157765.13,0.0010713871
cg23097686,0.0010698981
ENSG00000100604.13,0.0010677873
ENSG00000211893.4,0.0010572923
ENSG00000169442.9,0.0010559614
ENSG00000211677.2,0.0010539804
ENSG00000108518.8,0.0010501381
cg14262681,0.0010466928
ENSG00000265972.6,0.0010428544
cg08489309,0.0010405423
ENSG00000133321.11,0.0010320849
cg08068820,0.0010221158
cg02571204,0.0010097588
ENSG00000130513.6,0.0010084049
cg09106903,0.0009883756
ENSG00000108821.14,0.0009843068
ENSG00000211895.5,0.0009835855
cg17402060,0.0009815567
ENSG00000211659.2,0.0009634285
cg26055747,0.0009535142
ENSG00000164692.18,0.0009533365
ENSG00000162244.12,0.0009519503
cg03238075,0.0009461696
ENSG00000211890.4,0.00094216206
cg12593511,0.0009415157
ENSG00000251562.8,0.00091976934
ENSG00000136942.15,0.0009183209
ENSG00000204592.9,0.00091800606
ENSG00000241351.3,0.0008880887
ENSG00000211955.2,0.0008873537
ENSG00000166710.21,0.0008862341
cg01682111,0.0008836939
ENSG00000204628.12,0.0008819844
10p,0.00088122906
16p,0.0008805047
ENSG00000275896.6,0.00087937195
ENSG00000205420.11,0.0008783221
ENSG00000276213.1,0.0008762076
cg02281970,0.00087531167
ENSG00000123689.6,0.0008749587
7p,0.000865199
cg21261158,0.00086415553
ENSG00000173369.17,0.00086395815
ENSG00000233276.7,0.0008562299
ENSG00000100316.16,0.00085571804
ENSG00000173991.6,0.0008541773
ENSG00000173467.9,0.0008527443
ENSG00000152661.9,0.0008511413
ENSG00000068697.7,0.00085039076
ENSG00000165949.12,0.00084123487
ENSG00000188643.11,0.00083894446
ENSG00000147604.14,0.0008338523
ENSG00000109062.12,0.0008291177
ENSG00000228253.1,0.0008279346
ENSG00000169100.14,0.00082398613
cg07205203,0.0008232107
ENSG00000164266.11,0.00081940583
cg14204784,0.0008139548
cg26010218,0.00081300974
cg14072016,0.0008123013
cg19671395,0.00080296973
ENSG00000198755.11,0.00079872354
ENSG00000167531.6,0.000790229
ENSG00000211937.3,0.00078657473
ENSG00000102837.7,0.00078255136
ENSG00000108679.13,0.00077951903
ENSG00000253755.1,0.0007783346
15q,0.00077442924
ENSG00000100285.10,0.0007709793
ENSG00000168878.19,0.0007691784
ENSG00000148346.12,0.00076617
ENSG00000143632.14,0.0007652729
6q,0.00076464546
cg16236270,0.00075035304
ENSG00000125534.10,0.00074148807
cg00907810,0.00072434655
ENSG00000103363.15,0.000718528
ENSG00000212232.1,0.00071759016
cg20431191,0.0007152887
ENSG00000107485.18,0.00071134185
ENSG00000133110.15,0.00071080273
ENSG00000185303.17,0.0007101912
ENSG00000211592.8,0.0007091373
ENSG00000126709.15,0.0007077808
cg19744936,0.0007077351
cg23357130,0.0007053397
ENSG00000118523.6,0.00070111867
ENSG00000263639.7,0.00069917593
cg13028819,0.0006979918
ENSG00000102316.17,0.00069072685
ENSG00000125730.17,0.0006897218
ENSG00000211653.2,0.000683264
ENSG00000171223.6,0.0006825449
cg12539796,0.00067808275
ENSG00000110492.15,0.0006768996
ENSG00000198467.16,0.0006749269
ENSG00000260260.1,0.00066931936
cg19047660,0.0006632526
ENSG00000276775.1,0.00066077
ENSG00000211651.3,0.0006583751
cg10393811,0.00065764715
cg22958090,0.00065744383
ENSG00000142192.21,0.0006548894
ENSG00000096006.12,0.0006542062
ENSG00000198034.11,0.0006330455
ENSG00000164128.7,0.0006285692
ENSG00000179593.16,0.00062726764
cg10020892,0.0006254127
16q,0.0006198202
ENSG00000211947.2,0.0006069383
ENSG00000205426.10,0.0006053592
ENSG00000143556.9,0.00060335867
ENSG00000186847.6,0.0006002556
ENSG00000211959.2,0.00060013763
17p,0.0005994125
cg27429080,0.0005957652
ENSG00000070756.17,0.00059271196
cg09043941,0.0005832523
ENSG00000075624.17,0.00058244204
cg03990436,0.00056955236
cg04798314,0.0005694034
ENSG00000270550.1,0.0005668447
Xq,0.00055948197
ENSG00000111057.11,0.0005593812
cg00467244,0.0005591534
ENSG00000164434.12,0.0005572133
1q,0.00055680855
ENSG00000106624.11,0.00055342435
cg12662576,0.0005523856
ENSG00000107223.13,0.0005435192
ENSG00000136810.13,0.00053615915
ENSG00000044574.8,0.0005326834
ENSG00000159335.18,0.00053195923
ENSG00000181617.6,0.0005307051
cg03889263,0.0005283619
ENSG00000244734.4,0.0005254848
cg04571941,0.0005240444
ENSG00000110092.4,0.0005239783
ENSG00000211679.2,0.0005225375
ENSG00000176907.5,0.00051595265
cg13641185,0.00050919154
ENSG00000164919.11,0.00050904794
cg00092518,0.00050674373
cg23057992,0.00050604343
ENSG00000080824.19,0.0005009007
cg18082788,0.0004964279
ENSG00000168653.11,0.00049256947
1p,0.0004921008
ENSG00000156234.7,0.0004905643
ENSG00000237973.1,0.0004887004
ENSG00000102265.12,0.00048083885
cg26858540,0.00047491447
ENSG00000115461.5,0.0004673165
ENSG00000142156.15,0.00046585748
ENSG00000129538.14,0.00046540317
ENSG00000188257.12,0.00046402667
cg17463633,0.00046300146
ENSG00000122133.17,0.00045633185
4q,0.00045118824
ENSG00000118640.11,0.00044276819
11p,0.00043391305
ENSG00000126432.14,0.00043361136
14q,0.00042884055
ENSG00000160862.13,0.0004267391
ENSG00000237550.5,0.00042660892
ENSG00000278771.1,0.0004258269
ENSG00000141753.7,0.00041999895
ENSG00000210196.2,0.00041859422
ENSG00000211934.3,0.0004179926
ENSG00000204385.13,0.00041032286
ENSG00000198183.12,0.00040370555
cg21577651,0.0004004609
12p,0.00039577027
ENSG00000171557.17,0.0003897064
ENSG00000108298.12,0.00038197835
ENSG00000179914.5,0.00037641192
cg10069493,0.00037282542
cg01433297,0.000372675
ENSG00000225698.3,0.00036727983
ENSG00000167526.14,0.00036577167
ENSG00000101335.10,0.0003644933
ENSG00000130255.13,0.00036404506
ENSG00000173372.17,0.0003599854
ENSG00000124145.6,0.00035872872
cg20017590,0.000351458
5p,0.00034932012
17q,0.00034612135
cg27260772,0.00034003553
ENSG00000115268.10,0.00033849973
cg17375167,0.00033632372
cg01357429,0.00033430636
ENSG00000211892.4,0.00033347623
cg14041701,0.00033262235
ENSG00000171345.13,0.00033082798
cg12058875,0.00032930652
ENSG00000263740.2,0.0003286122
ENSG00000125999.11,0.00032799586
ENSG00000147403.18,0.00032269166
ENSG00000199568.1,0.00032088524
ENSG00000132465.12,0.00032085457
ENSG00000225972.1,0.0003139006
ENSG00000211941.3,0.0003113221
ENSG00000280411.1,0.0003099944
cg01481251,0.00030114074
cg17227257,0.0003009909
ENSG00000224373.3,0.00030043352
cg11863717,0.00029988872
ENSG00000211965.4,0.00029910897
ENSG00000107018.8,0.00029641672
ENSG00000122852.15,0.00029324018
ENSG00000211655.3,0.00028847065
ENSG00000201098.1,0.00028762963
ENSG00000204305.14,0.00028733286
ENSG00000187837.4,0.0002858839
cg01543583,0.000283993
ENSG00000110700.7,0.00027923303
ENSG00000090382.7,0.00027891019
ENSG00000123838.11,0.0002783398
ENSG00000231500.7,0.00027244905
ENSG00000207175.1,0.0002707921
ENSG00000184292.7,0.0002698027
ENSG00000156508.19,0.00026795952
cg22524657,0.00026781322
13q,0.00026601358
cg17882374,0.0002648344
cg25580656,0.00026113
ENSG00000243290.3,0.00026056875
ENSG00000105372.8,0.00025098835
ENSG00000211935.3,0.00024814776
ENSG00000148303.17,0.00024512745
ENSG00000161016.18,0.00024244587
cg14715697,0.00024167921
ENSG00000211949.3,0.00023812497
ENSG00000240583.13,0.00023729021
cg22621695,0.00023534759
ENSG00000114854.8,0.0002343813
cg10909185,0.00023370305
ENSG00000198938.2,0.00022432701
ENSG00000163810.12,0.00022305235
ENSG00000125691.14,0.0002213554
cg21827203,0.00022046226
ENSG00000143878.10,0.00021847933
ENSG00000211663.2,0.00021783974
cg10554839,0.00021163982
cg26864905,0.0002113194
ENSG00000109472.14,0.00020973719
ENSG00000198712.1,0.0002090775
ENSG00000140988.16,0.00020861276
ENSG00000182899.17,0.00020808942
ENSG00000201998.1,0.00020477858
ENSG00000168542.16,0.00020355404
ENSG00000169710.9,0.00020157186
cg11445797,0.00020005488
ENSG00000238741.1,0.00019967368
ENSG00000149806.11,0.00019817392
ENSG00000100097.12,0.00019638444
ENSG00000142089.16,0.00019159603
ENSG00000141736.14,0.0001901319
ENSG00000132329.11,0.00018828112
22q,0.00018680163
cg11006453,0.00017271738
ENSG00000083845.9,0.00017031268
8q,0.00016355477
cg22986569,0.00016337108
ENSG00000198695.2,0.00016260549
cg05981038,0.00016239237
cg14496909,0.00016141095
ENSG00000244468.1,0.00015796257
ENSG00000266019.1,0.0001547656
ENSG00000099795.7,0.00015321316
ENSG00000282122.1,0.00015183313
cg12162377,0.00015034572
ENSG00000125414.19,0.00014471487
ENSG00000109971.14,0.00014426195
ENSG00000163220.11,0.0001441253
ENSG00000111245.17,0.00014241957
ENSG00000212605.1,0.0001358457
cg23091104,0.00013520966
ENSG00000171858.18,0.00013485004
ENSG00000144713.13,0.00013275378
ENSG00000198899.2,0.00012464779
ENSG00000187608.10,0.00012328818
ENSG00000198886.2,0.00011029056
ENSG00000244575.3,0.00010906352
cg08000684,0.00010720469
ENSG00000134193.15,0.00010694339
ENSG00000167749.11,0.000103684535
ENSG00000200795.1,0.000102931284
ENSG00000187244.12,0.000102575585
ENSG00000142676.14,0.00010108999
ENSG00000252010.1,9.392423e-05
ENSG00000265735.2,8.789696e-05
ENSG00000211945.2,8.565793e-05
ENSG00000153002.12,8.5120766e-05
19q,8.146921e-05
ENSG00000252835.1,7.999913e-05
ENSG00000198804.2,7.687856e-05
cg05116002,6.74498e-05
5q,6.5734865e-05
ENSG00000159763.4,5.8292055e-05
10q,5.5777073e-05
ENSG00000196924.19,5.526465e-05
ENSG00000234745.12,5.3848715e-05
ENSG00000087086.15,4.9556544e-05
cg07813142,4.8153284e-05
ENSG00000131469.15,4.685229e-05
ENSG00000198840.2,4.3880947e-05
cg06741896,4.099117e-05
ENSG00000272398.6,3.4251432e-05
cg11717189,2.9968116e-05
cg26010734,2.7280363e-05
ENSG00000229314.5,2.6359708e-05
ENSG00000112306.8,1.3884309e-06
ENSG00000186395.8,0.0
ENSG00000149591.17,0.0
ENSG00000177600.9,0.0
ENSG00000142515.15,0.0
ENSG00000138326.21,0.0
ENSG00000171199.11,0.0
cg22473620,0.0
ENSG00000142937.12,0.0
ENSG00000171209.3,0.0
ENSG00000171201.12,0.0
ENSG00000072042.13,0.0
ENSG00000170421.12,0.0
ENSG00000168530.16,0.0
ENSG00000167653.5,0.0
ENSG00000164816.8,0.0
ENSG00000163191.6,0.0
ENSG00000161634.12,0.0
ENSG00000159184.8,0.0
cg11528328,0.0
ENSG00000197249.14,0.0
ENSG00000197747.9,0.0
cg09559196,0.0
cg05477457,0.0
9q,0.0
ENSG00000110484.7,0.0
cg13885357,0.0
ENSG00000124157.7,0.0
ENSG00000124664.11,0.0
ENSG00000238554.1,0.0
ENSG00000252621.1,0.0
cg16647921,0.0
cg16810279,0.0
ENSG00000211976.2,0.0
cg17399362,0.0
ENSG00000211933.2,0.0
ENSG00000211669.3,0.0
ENSG00000211648.2,0.0
ENSG00000210082.2,0.0
ENSG00000207445.1,0.0
ENSG00000206737.1,0.0
ENSG00000206585.1,0.0
ENSG00000200959.1,0.0
cg20601919,0.0
ENSG00000200197.1,0.0
ENSG00000200156.1,0.0
ENSG00000135222.6,0.0
ENSG00000199629.1,0.0
ENSG00000198888.2,0.0
ENSG00000198786.2,0.0
ENSG00000197756.10,0.0
ENSG00000202538.1,0.0
