feature,importance
ENSG00000144713.13,0.0010615771
cg13028819,0.0010606686
ENSG00000119655.11,0.0010583269
14q,0.0010477853
cg24077454,0.0010354329
cg09559196,0.0010353982
ENSG00000084207.18,0.001035197
ENSG00000211897.9,0.0010317632
ENSG00000159763.4,0.0010239517
ENSG00000105048.17,0.0010236446
cg26876834,0.0010189771
ENSG00000044574.8,0.0010140047
ENSG00000211663.2,0.0010088413
ENSG00000282639.1,0.0010058888
cg14715697,0.001005112
ENSG00000198712.1,0.0009990014
3p,0.0009932542
ENSG00000187244.12,0.0009914954
ENSG00000171223.6,0.0009808453
cg02048922,0.0009738171
15q,0.00096766226
21q,0.00095817033
cg05477457,0.000957931
17q,0.00095463695
ENSG00000100234.12,0.0009534778
ENSG00000182899.17,0.0009533509
ENSG00000204287.14,0.00092549436
cg20017590,0.0009245785
ENSG00000143556.9,0.00091429654
ENSG00000229314.5,0.00091252936
ENSG00000133112.17,0.0009098031
ENSG00000211937.3,0.00090254436
ENSG00000075624.17,0.0009017727
ENSG00000164128.7,0.00089688966
ENSG00000161055.4,0.00089037436
ENSG00000068697.7,0.00088993536
ENSG00000197249.14,0.0008886285
ENSG00000205542.11,0.0008811525
ENSG00000112306.8,0.00087888597
cg10220809,0.000873254
cg06282270,0.0008688908
cg21478921,0.0008621274
cg23091104,0.0008618775
cg05140257,0.00085933687
ENSG00000186847.6,0.00085178384
cg05940691,0.0008452898
ENSG00000159388.6,0.00084415753
ENSG00000179914.5,0.0008423689
ENSG00000132329.11,0.0008382603
ENSG00000184012.13,0.00083769683
cg00907810,0.0008285139
ENSG00000198695.2,0.0008251367
ENSG00000108821.14,0.00082280446
ENSG00000109475.16,0.00082069705
ENSG00000266019.1,0.0008196353
cg16620382,0.00081934256
ENSG00000176907.5,0.00081754755
ENSG00000122406.14,0.00081543584
ENSG00000171345.13,0.0008106394
cg18173726,0.0008066569
ENSG00000251791.1,0.00080463523
ENSG00000159674.12,0.000799671
cg24816460,0.000794629
ENSG00000265735.2,0.00079427793
ENSG00000275385.2,0.0007885097
ENSG00000160182.3,0.0007814124
7q,0.000780527
ENSG00000096088.16,0.00077845604
cg08901662,0.00077318517
ENSG00000110955.9,0.0007688764
cg04798314,0.0007674795
ENSG00000105388.16,0.00076685223
12p,0.0007655071
cg27363327,0.0007608014
ENSG00000196230.13,0.00075710536
ENSG00000282122.1,0.0007567344
9q,0.0007505607
ENSG00000167751.13,0.0007472479
ENSG00000110092.4,0.0007441023
ENSG00000126709.15,0.00074341736
ENSG00000166509.12,0.00074323034
ENSG00000147403.18,0.0007292816
ENSG00000129437.11,0.00072566833
ENSG00000179218.14,0.0007248873
16q,0.0007242303
ENSG00000080824.19,0.0007197926
ENSG00000118705.17,0.000715613
10q,0.0007140786
ENSG00000124107.5,0.0007131041
cg03889263,0.0007096401
ENSG00000188257.12,0.0007032033
ENSG00000012223.13,0.00070292054
ENSG00000167526.14,0.0007005015
ENSG00000099194.6,0.0006974248
ENSG00000173432.12,0.00069022
ENSG00000211976.2,0.0006895173
2p,0.0006856933
ENSG00000111640.15,0.00068308605
ENSG00000173372.17,0.0006807782
ENSG00000204525.17,0.0006744181
ENSG00000186395.8,0.0006645459
ENSG00000124233.12,0.0006630342
ENSG00000125730.17,0.00066076766
ENSG00000282651.2,0.0006561269
ENSG00000161016.18,0.00065292005
ENSG00000164879.7,0.00065169216
ENSG00000113140.11,0.00064076396
ENSG00000165272.16,0.0006269939
ENSG00000143632.14,0.00062361266
ENSG00000167768.4,0.0006220367
cg13782274,0.0006204884
ENSG00000238554.1,0.00061900023
ENSG00000198744.5,0.00061862415
19q,0.0006168296
ENSG00000143320.9,0.0006106386
ENSG00000102854.16,0.00060835475
cg22348992,0.0006046563
ENSG00000159189.12,0.000591495
ENSG00000108518.8,0.00059099623
ENSG00000109472.14,0.0005892565
ENSG00000198938.2,0.0005815503
ENSG00000148346.12,0.00057969487
ENSG00000207445.1,0.0005769022
cg18430555,0.0005762397
cg12019614,0.00057456066
4p,0.000573972
ENSG00000185499.16,0.0005735533
ENSG00000211598.2,0.00056763174
ENSG00000184009.12,0.00056712574
ENSG00000089199.10,0.0005495885
ENSG00000182492.16,0.0005355584
ENSG00000227097.5,0.0005303877
ENSG00000100219.16,0.0005266164
cg13885357,0.0005196398
ENSG00000211947.2,0.000515791
ENSG00000275896.6,0.0005111497
ENSG00000211666.2,0.0005044652
ENSG00000106153.13,0.00050360395
ENSG00000143153.13,0.0004983228
ENSG00000164919.11,0.0004911608
cg11717189,0.00048679166
cg01682111,0.00047976765
ENSG00000270550.1,0.00047561372
ENSG00000157765.13,0.0004754618
ENSG00000128016.7,0.0004744465
cg08068820,0.00047160813
cg17472800,0.0004708333
cg03990436,0.00047063254
ENSG00000198763.3,0.0004644369
cg20545544,0.000451043
cg03238075,0.00043748124
cg11738485,0.0004361658
cg15497761,0.00042708564
ENSG00000128422.17,0.0004238427
ENSG00000105372.8,0.00042298753
ENSG00000211935.3,0.00041749948
ENSG00000171858.18,0.00040496208
cg00467244,0.00040287
ENSG00000110492.15,0.00039664705
ENSG00000133110.15,0.00039127778
ENSG00000202538.1,0.00039126346
ENSG00000170373.8,0.0003874352
ENSG00000240382.3,0.0003840825
cg04571941,0.00038309264
ENSG00000244575.3,0.00038112182
ENSG00000211933.2,0.00038101035
ENSG00000198786.2,0.00037686282
ENSG00000166819.12,0.0003754418
ENSG00000141424.13,0.00037244122
cg14204784,0.0003694548
ENSG00000166165.13,0.0003653797
ENSG00000149021.7,0.00036317378
ENSG00000268751.1,0.00036168672
cg23238315,0.00036068473
ENSG00000137154.13,0.00035942325
ENSG00000102265.12,0.00035843093
ENSG00000196611.5,0.00035129278
ENSG00000164692.18,0.000350837
cg19671395,0.00034609422
cg04769798,0.00034600624
ENSG00000196126.11,0.0003455555
ENSG00000211943.2,0.00032871668
ENSG00000163810.12,0.00032772997
ENSG00000165502.7,0.00032383413
ENSG00000276168.1,0.00032380054
ENSG00000225698.3,0.00032315485
cg01543583,0.00031804686
cg12462916,0.00031524495
ENSG00000204592.9,0.00030938283
cg12058875,0.00030629538
ENSG00000156508.19,0.00030461675
ENSG00000248527.1,0.00030273828
ENSG00000201998.1,0.00030128285
ENSG00000166710.21,0.00029734656
ENSG00000243466.1,0.0002924614
ENSG00000244734.4,0.00028870325
ENSG00000130513.6,0.00028165628
cg17227257,0.00028138413
ENSG00000173467.9,0.00028083386
ENSG00000211955.2,0.00028032498
ENSG00000120129.6,0.00028016028
ENSG00000107485.18,0.0002799773
ENSG00000125534.10,0.0002791069
ENSG00000109971.14,0.00027841466
ENSG00000277791.5,0.0002781486
ENSG00000199805.1,0.0002773391
ENSG00000118523.6,0.0002711558
ENSG00000170893.4,0.00026168593
18q,0.00025957412
ENSG00000200795.1,0.00025854903
ENSG00000096384.20,0.00025799428
ENSG00000137818.12,0.00025638234
ENSG00000243290.3,0.0002531153
ENSG00000178372.8,0.0002505506
ENSG00000200959.1,0.0002486357
ENSG00000229117.9,0.00024861706
ENSG00000241294.1,0.00024830492
ENSG00000237973.1,0.00024628098
ENSG00000167676.4,0.0002460077
ENSG00000198034.11,0.0002455669
ENSG00000168878.19,0.00024482846
cg05408649,0.00024375242
cg27260772,0.0002389662
cg04131969,0.00023717959
ENSG00000163220.11,0.00023196317
ENSG00000251562.8,0.00022923698
ENSG00000125414.19,0.00022859588
ENSG00000149806.11,0.00022524846
ENSG00000143947.14,0.00022422547
ENSG00000153446.16,0.0002202908
ENSG00000124939.6,0.00021623756
cg21163347,0.00020509744
ENSG00000110484.7,0.00019847509
ENSG00000211890.4,0.00018828663
ENSG00000126432.14,0.00018586747
cg18082788,0.00018578245
cg10393811,0.00018561937
ENSG00000101335.10,0.00018551231
ENSG00000124102.5,0.00017599572
ENSG00000136810.13,0.00017517588
ENSG00000211655.3,0.0001708184
ENSG00000197756.10,0.00016989828
ENSG00000164587.13,0.00016807001
ENSG00000089157.16,0.00016246553
ENSG00000224373.3,0.00016199323
ENSG00000201098.1,0.00016060869
ENSG00000211959.2,0.0001602792
ENSG00000111341.10,0.00015400011
ENSG00000142534.7,0.00014952569
ENSG00000255974.8,0.0001474877
ENSG00000147604.14,0.00014577316
ENSG00000157005.4,0.00014522053
ENSG00000168653.11,0.00014289189
cg11006453,0.00013923884
ENSG00000170421.12,0.00012826135
cg23357130,0.00012786656
ENSG00000135480.16,0.0001229079
ENSG00000252010.1,0.00010791902
cg21827203,0.00010780345
cg19744936,0.00010010803
ENSG00000212402.1,9.640484e-05
ENSG00000168028.14,9.322968e-05
ENSG00000120738.8,9.022964e-05
cg17627629,8.988682e-05
ENSG00000211677.2,8.82169e-05
ENSG00000237550.5,8.3104685e-05
cg26214747,8.1763785e-05
ENSG00000211638.2,8.1082886e-05
ENSG00000211956.2,8.013556e-05
8q,7.976194e-05
cg10020892,7.880871e-05
cg14496909,7.3238654e-05
ENSG00000100097.12,7.101992e-05
ENSG00000211659.2,6.7610745e-05
ENSG00000163017.14,6.246128e-05
cg08435683,6.242571e-05
ENSG00000130598.16,6.0960272e-05
ENSG00000198502.6,5.9036243e-05
ENSG00000244437.1,5.290811e-05
ENSG00000210082.2,5.166835e-05
ENSG00000240864.3,5.045973e-05
ENSG00000130255.13,4.646682e-05
cg01433297,3.7031277e-05
cg21311834,3.558273e-05
ENSG00000108679.13,3.349801e-05
cg02571204,3.3278367e-05
cg24640577,3.252808e-05
ENSG00000120885.22,2.9198438e-05
ENSG00000168484.12,2.2968592e-05
cg16602369,2.116099e-05
ENSG00000022267.19,2.043139e-05
ENSG00000211673.2,1.994502e-05
ENSG00000086548.9,1.6265676e-05
ENSG00000110700.7,0.0
ENSG00000111245.17,0.0
ENSG00000092054.13,0.0
cg06430465,0.0
ENSG00000198755.11,0.0
ENSG00000211653.2,0.0
ENSG00000143878.10,0.0
cg22958090,0.0
cg23057992,0.0
ENSG00000115268.10,0.0
ENSG00000115758.13,0.0
ENSG00000252621.1,0.0
ENSG00000211651.3,0.0
ENSG00000167531.6,0.0
ENSG00000252835.1,0.0
ENSG00000253755.1,0.0
cg05981038,0.0
cg02281970,0.0
ENSG00000231500.7,0.0
ENSG00000107796.13,0.0
cg02612270,0.0
cg27243507,0.0
ENSG00000211966.2,0.0
ENSG00000200197.1,0.0
ENSG00000105640.13,0.0
cg26388816,0.0
cg26328335,0.0
ENSG00000212605.1,0.0
ENSG00000212907.2,0.0
ENSG00000211459.2,0.0
ENSG00000198888.2,0.0
ENSG00000108107.15,0.0
ENSG00000199629.1,0.0
cg26010218,0.0
ENSG00000160181.9,0.0
ENSG00000199568.1,0.0
ENSG00000211660.3,0.0
cg22473620,0.0
ENSG00000225972.1,0.0
ENSG00000167653.5,0.0
ENSG00000083845.9,0.0
ENSG00000211640.4,0.0
ENSG00000198467.16,0.0
ENSG00000211679.2,0.0
ENSG00000133392.18,0.0
ENSG00000135222.6,0.0
ENSG00000142676.14,0.0
ENSG00000135413.9,0.0
ENSG00000171560.16,0.0
cg14117138,0.0
ENSG00000171209.3,0.0
ENSG00000171201.12,0.0
ENSG00000171199.11,0.0
ENSG00000170889.14,0.0
ENSG00000211893.4,0.0
ENSG00000169442.9,0.0
ENSG00000142173.16,0.0
cg12593511,0.0
cg12539796,0.0
ENSG00000148303.17,0.0
ENSG00000211895.5,0.0
cg12162377,0.0
cg11560280,0.0
ENSG00000168530.16,0.0
ENSG00000142541.18,0.0
ENSG00000211934.3,0.0
ENSG00000131469.15,0.0
ENSG00000142937.12,0.0
cg17402060,0.0
ENSG00000198183.12,0.0
ENSG00000239951.1,0.0
ENSG00000198074.10,0.0
cg10554839,0.0
ENSG00000161634.12,0.0
cg10069493,0.0
cg10665616,0.0
cg09980176,0.0
cg11104416,0.0
ENSG00000196924.19,0.0
ENSG00000276775.1,0.0
ENSG00000126545.14,0.0
ENSG00000196754.13,0.0
ENSG00000211945.2,0.0
ENSG00000186081.12,0.0
ENSG00000211938.2,0.0
ENSG00000130176.8,0.0
ENSG00000211592.8,0.0
ENSG00000130303.13,0.0
ENSG00000276213.1,0.0
ENSG00000125691.14,0.0
