feature,importance
ENSG00000124664.11,0.0011156823
ENSG00000163810.12,0.0010926358
ENSG00000104341.17,0.0010803532
ENSG00000120129.6,0.0010470685
ENSG00000104267.10,0.0009864819
ENSG00000109062.12,0.0009862371
ENSG00000072042.13,0.00089879637
ENSG00000198840.2,0.0008500416
ENSG00000211689.7,0.0008485654
ENSG00000125691.14,0.00084585976
ENSG00000145824.13,0.0008199829
ENSG00000196188.12,0.0007521444
ENSG00000163017.14,0.0007484089
ENSG00000202538.1,0.00074612966
ENSG00000189334.9,0.0007363399
ENSG00000178372.8,0.0007350845
ENSG00000159388.6,0.0007133623
ENSG00000130176.8,0.0007064087
ENSG00000008988.11,0.00070227834
ENSG00000115414.21,0.00069288735
ENSG00000164128.7,0.0006848326
ENSG00000105640.13,0.00067842804
ENSG00000171557.17,0.0006564283
ENSG00000075624.17,0.0006374731
ENSG00000170421.12,0.000633945
ENSG00000133392.18,0.0006270031
ENSG00000273768.1,0.0006223322
ENSG00000182899.17,0.0006011112
ENSG00000074800.16,0.0005955271
ENSG00000122585.8,0.00055000396
ENSG00000111669.15,0.0005442174
ENSG00000160182.3,0.00054212153
ENSG00000211959.2,0.00053190585
ENSG00000179593.16,0.00052649755
ENSG00000105388.16,0.0005249446
ENSG00000170345.10,0.00051224034
ENSG00000115758.13,0.00050594547
ENSG00000164434.12,0.000498764
ENSG00000198744.5,0.00049545517
ENSG00000142173.16,0.0004888749
ENSG00000175084.12,0.00048682923
ENSG00000131469.15,0.00046278563
ENSG00000272398.6,0.00045019863
ENSG00000044574.8,0.00042946922
ENSG00000063177.13,0.00042577856
ENSG00000189058.9,0.0004122462
ENSG00000100285.10,0.00040946447
ENSG00000163191.6,0.000403642
ENSG00000102837.7,0.00039747037
ENSG00000143320.9,0.00037419773
ENSG00000118640.11,0.0003612331
ENSG00000118785.14,0.00035931697
ENSG00000196924.19,0.00035868646
ENSG00000198034.11,0.00035478116
ENSG00000100219.16,0.00035438375
ENSG00000177954.14,0.00034354915
ENSG00000175426.11,0.00033145386
ENSG00000167653.5,0.000310957
ENSG00000163993.7,0.00030680365
ENSG00000100604.13,0.00030592812
ENSG00000170323.9,0.00028422
ENSG00000171201.12,0.00028097015
ENSG00000115884.11,0.00027890565
ENSG00000159228.13,0.00026403987
ENSG00000131771.14,0.00025872118
ENSG00000175793.12,0.00025612305
ENSG00000233927.5,0.00024654606
ENSG00000117472.10,0.0002454784
ENSG00000159189.12,0.00024504858
ENSG00000132329.11,0.0002395301
ENSG00000171209.3,0.00023802185
ENSG00000244468.1,0.00023249471
ENSG00000129538.14,0.00022744203
ENSG00000143153.13,0.00022433049
ENSG00000118523.6,0.00022356675
ENSG00000196230.13,0.00021822636
ENSG00000125534.10,0.00021087701
ENSG00000143556.9,0.00019720537
ENSG00000170893.4,0.00019209213
ENSG00000106537.8,0.00019168598
ENSG00000173991.6,0.00018863013
ENSG00000086548.9,0.00018648233
ENSG00000139329.5,0.00017361452
ENSG00000204385.13,0.00017157447
ENSG00000145423.5,0.00016764006
ENSG00000171858.18,0.00016285125
ENSG00000124157.7,0.00016244303
ENSG00000012223.13,0.00015828139
ENSG00000130066.16,0.00014753046
ENSG00000124145.6,0.00014202503
ENSG00000277791.5,0.00014104965
ENSG00000166165.13,0.00014076417
ENSG00000108679.13,0.00013893288
ENSG00000133048.13,0.00013672642
ENSG00000164326.5,0.00013623713
ENSG00000211662.2,0.00013570678
ENSG00000103363.15,0.0001345991
ENSG00000128422.17,0.00013313298
ENSG00000109475.16,0.00011453379
ENSG00000133636.11,0.00011306635
ENSG00000198183.12,0.000111106885
ENSG00000135222.6,9.761976e-05
ENSG00000133110.15,9.505113e-05
ENSG00000186847.6,9.3521056e-05
ENSG00000142676.14,8.661114e-05
ENSG00000100097.12,8.57296e-05
ENSG00000149806.11,8.4748746e-05
ENSG00000125356.7,8.4585445e-05
ENSG00000102172.16,8.2333165e-05
ENSG00000101335.10,8.117111e-05
ENSG00000211445.12,7.5719065e-05
ENSG00000159674.12,7.321482e-05
ENSG00000163631.17,6.786326e-05
ENSG00000149021.7,6.490295e-05
ENSG00000126545.14,5.0967217e-05
ENSG00000164265.9,4.5057463e-05
ENSG00000165949.12,4.290883e-05
ENSG00000171223.6,4.0945582e-05
ENSG00000128016.7,3.64098e-05
ENSG00000182492.16,3.6199755e-05
ENSG00000188643.11,3.304792e-05
ENSG00000124767.7,3.3045817e-05
ENSG00000089199.10,2.8842624e-05
ENSG00000204628.12,2.796704e-05
ENSG00000205426.10,2.4341114e-05
ENSG00000109971.14,1.9259218e-05
ENSG00000148346.12,1.9240795e-05
ENSG00000105193.9,1.9189732e-05
ENSG00000175899.15,1.8360604e-05
ENSG00000105048.17,1.7008535e-05
ENSG00000108821.14,1.5413525e-05
ENSG00000126709.15,1.4180439e-05
ENSG00000211653.2,1.2884833e-05
ENSG00000134193.15,9.710915e-06
ENSG00000169738.8,5.4693523e-06
ENSG00000123838.11,1.2388147e-06
ENSG00000227097.5,0.0
ENSG00000228253.1,0.0
ENSG00000197956.10,0.0
ENSG00000197756.10,0.0
ENSG00000197746.14,0.0
ENSG00000197249.14,0.0
ENSG00000196754.13,0.0
ENSG00000196611.5,0.0
ENSG00000196126.11,0.0
ENSG00000189377.9,0.0
ENSG00000198755.11,0.0
ENSG00000229117.9,0.0
ENSG00000211598.2,0.0
ENSG00000211592.8,0.0
ENSG00000211459.2,0.0
ENSG00000210196.2,0.0
ENSG00000210082.2,0.0
ENSG00000263740.2,0.0
ENSG00000211663.2,0.0
ENSG00000211660.3,0.0
ENSG00000198763.3,0.0
ENSG00000211655.3,0.0
ENSG00000211651.3,0.0
ENSG00000211648.2,0.0
ENSG00000234124.6,0.0
ENSG00000233276.7,0.0
ENSG00000231500.7,0.0
ENSG00000231475.3,0.0
ENSG00000229314.5,0.0
ENSG00000211659.2,0.0
ENSG00000118680.14,0.0
ENSG00000118181.11,0.0
ENSG00000099795.7,0.0
ENSG00000124939.6,0.0
ENSG00000124233.12,0.0
ENSG00000124107.5,0.0
ENSG00000124102.5,0.0
ENSG00000122711.9,0.0
ENSG00000198125.13,0.0
ENSG00000101439.9,0.0
ENSG00000100985.7,0.0
ENSG00000100316.16,0.0
ENSG00000100234.12,0.0
ENSG00000125999.11,0.0
ENSG00000125730.17,0.0
ENSG00000125148.7,0.0
ENSG00000125144.14,0.0
ENSG00000227063.5,0.0
ENSG00000122406.14,0.0
ENSG00000198712.1,0.0
ENSG00000198695.2,0.0
ENSG00000198502.6,0.0
ENSG00000198467.16,0.0
ENSG00000211637.2,0.0
ENSG00000197958.13,0.0
ENSG00000200156.1,0.0
ENSG00000200087.1,0.0
ENSG00000118705.17,0.0
ENSG00000198899.2,0.0
ENSG00000198888.2,0.0
ENSG00000198886.2,0.0
ENSG00000198804.2,0.0
ENSG00000198786.2,0.0
ENSG00000122133.17,0.0
ENSG00000120885.22,0.0
ENSG00000120738.8,0.0
ENSG00000119655.11,0.0
ENSG00000198938.2,0.0
ENSG00000156508.19,0.0
ENSG00000156234.7,0.0
ENSG00000110092.4,0.0
ENSG00000164587.13,0.0
ENSG00000164266.11,0.0
ENSG00000163220.11,0.0
ENSG00000162896.6,0.0
ENSG00000162244.12,0.0
ENSG00000205420.11,0.0
ENSG00000161016.18,0.0
ENSG00000110492.15,0.0
ENSG00000106211.10,0.0
ENSG00000211938.2,0.0
ENSG00000211937.3,0.0
ENSG00000211935.3,0.0
ENSG00000211934.3,0.0
ENSG00000211933.2,0.0
ENSG00000211899.10,0.0
ENSG00000161055.4,0.0
ENSG00000211956.2,0.0
ENSG00000211955.2,0.0
ENSG00000211950.2,0.0
ENSG00000211949.3,0.0
ENSG00000211947.2,0.0
ENSG00000211945.2,0.0
ENSG00000211943.2,0.0
ENSG00000153446.16,0.0
ENSG00000152661.9,0.0
ENSG00000158710.15,0.0
ENSG00000148303.17,0.0
ENSG00000147403.18,0.0
ENSG00000211965.4,0.0
ENSG00000211964.3,0.0
ENSG00000160932.11,0.0
ENSG00000160181.9,0.0
ENSG00000160180.15,0.0
ENSG00000159763.4,0.0
ENSG00000159335.18,0.0
ENSG00000149273.15,0.0
ENSG00000240583.13,0.0
ENSG00000240382.3,0.0
ENSG00000204592.9,0.0
ENSG00000204525.17,0.0
ENSG00000204305.14,0.0
ENSG00000204287.14,0.0
ENSG00000201998.1,0.0
ENSG00000201098.1,0.0
ENSG00000212402.1,0.0
ENSG00000200795.1,0.0
ENSG00000207445.1,0.0
ENSG00000206737.1,0.0
ENSG00000206585.1,0.0
ENSG00000206503.13,0.0
ENSG00000205542.11,0.0
ENSG00000225972.1,0.0
ENSG00000211640.4,0.0
ENSG00000211638.2,0.0
ENSG00000200959.1,0.0
ENSG00000212232.1,0.0
ENSG00000211976.2,0.0
ENSG00000211966.2,0.0
ENSG00000108298.12,0.0
ENSG00000108107.15,0.0
ENSG00000107223.13,0.0
ENSG00000105372.8,0.0
ENSG00000239951.1,0.0
ENSG00000238554.1,0.0
ENSG00000240864.3,0.0
ENSG00000237550.5,0.0
ENSG00000234745.12,0.0
ENSG00000223350.2,0.0
ENSG00000212907.2,0.0
ENSG00000212443.1,0.0
ENSG00000243290.3,0.0
ENSG00000241755.1,0.0
ENSG00000241351.3,0.0
ENSG00000241294.1,0.0
ENSG00000237973.1,0.0
ENSG00000275896.6,0.0
ENSG00000270550.1,0.0
ENSG00000268751.1,0.0
ENSG00000266019.1,0.0
ENSG00000265972.6,0.0
ENSG00000114942.14,0.0
ENSG00000114391.13,0.0
ENSG00000282639.1,0.0
ENSG00000101470.10,0.0
ENSG00000281990.1,0.0
ENSG00000280411.1,0.0
ENSG00000279483.2,0.0
ENSG00000278771.1,0.0
ENSG00000211673.2,0.0
ENSG00000211670.2,0.0
ENSG00000211669.3,0.0
ENSG00000211668.2,0.0
ENSG00000211666.2,0.0
ENSG00000282122.1,0.0
ENSG00000167531.6,0.0
ENSG00000167004.13,0.0
ENSG00000170889.14,0.0
ENSG00000170373.8,0.0
ENSG00000170367.5,0.0
ENSG00000170099.6,0.0
ENSG00000169908.12,0.0
ENSG00000169710.9,0.0
ENSG00000276168.1,0.0
ENSG00000137818.12,0.0
ENSG00000137673.9,0.0
ENSG00000137154.13,0.0
ENSG00000136942.15,0.0
ENSG00000136810.13,0.0
ENSG00000135480.16,0.0
ENSG00000171564.12,0.0
ENSG00000171199.11,0.0
ENSG00000276775.1,0.0
ENSG00000169442.9,0.0
ENSG00000244437.1,0.0
ENSG00000102854.16,0.0
ENSG00000034510.6,0.0
ENSG00000019582.15,0.0
ENSG00000282651.2,0.0
ENSG00000243466.1,0.0
ENSG00000211962.2,0.0
ENSG00000211897.9,0.0
ENSG00000117984.15,0.0
ENSG00000164692.18,0.0
ENSG00000278196.3,0.0
ENSG00000211941.3,0.0
ENSG00000112306.8,0.0
ENSG00000111640.15,0.0
ENSG00000111348.9,0.0
ENSG00000111245.17,0.0
ENSG00000111057.11,0.0
ENSG00000110955.9,0.0
ENSG00000106624.11,0.0
ENSG00000115461.5,0.0
ENSG00000115268.10,0.0
ENSG00000110680.13,0.0
ENSG00000211896.7,0.0
ENSG00000211895.5,0.0
ENSG00000211893.4,0.0
ENSG00000211892.4,0.0
ENSG00000211890.4,0.0
ENSG00000244575.3,0.0
ENSG00000211677.2,0.0
ENSG00000108518.8,0.0
ENSG00000263639.7,0.0
ENSG00000255974.8,0.0
ENSG00000253755.1,0.0
ENSG00000252010.1,0.0
ENSG00000251562.8,0.0
ENSG00000248527.1,0.0
ENSG00000244734.4,0.0
ENSG00000211679.2,0.0
ENSG00000080824.19,0.0
ENSG00000078898.7,0.0
ENSG00000071082.11,0.0
ENSG00000070756.17,0.0
ENSG00000189060.5,0.0
ENSG00000188257.12,0.0
ENSG00000187837.4,0.0
ENSG00000099194.6,0.0
ENSG00000167768.4,0.0
ENSG00000096006.12,0.0
ENSG00000092054.13,0.0
ENSG00000090382.7,0.0
ENSG00000089157.16,0.0
ENSG00000083845.9,0.0
ENSG00000142541.18,0.0
ENSG00000142534.7,0.0
ENSG00000142192.21,0.0
ENSG00000142156.15,0.0
ENSG00000096384.20,0.0
ENSG00000225698.3,0.0
ENSG00000225630.1,0.0
ENSG00000224650.2,0.0
ENSG00000224373.3,0.0
ENSG00000110700.7,0.0
ENSG00000101443.18,0.0
ENSG00000133112.17,0.0
ENSG00000132465.12,0.0
ENSG00000133321.11,0.0
ENSG00000130255.13,0.0
ENSG00000130203.10,0.0
ENSG00000129437.11,0.0
ENSG00000187608.10,0.0
ENSG00000187244.12,0.0
ENSG00000186395.8,0.0
ENSG00000135413.9,0.0
ENSG00000135404.12,0.0
ENSG00000135346.9,0.0
ENSG00000130303.13,0.0
ENSG00000185624.15,0.0
ENSG00000185499.16,0.0
ENSG00000184292.7,0.0
ENSG00000184009.12,0.0
ENSG00000182154.8,0.0
ENSG00000166825.15,0.0
ENSG00000166710.21,0.0
ENSG00000166598.15,0.0
ENSG00000142089.16,0.0
ENSG00000165502.7,0.0
ENSG00000165272.16,0.0
ENSG00000165215.6,0.0
ENSG00000164816.8,0.0
ENSG00000169100.14,0.0
ENSG00000168653.11,0.0
ENSG00000168542.16,0.0
ENSG00000168530.16,0.0
ENSG00000168028.14,0.0
ENSG00000166509.12,0.0
ENSG00000141736.14,0.0
ENSG00000140988.16,0.0
ENSG00000138326.21,0.0
ENSG00000145425.10,0.0
ENSG00000144713.13,0.0
ENSG00000143947.14,0.0
ENSG00000143878.10,0.0
ENSG00000143819.12,0.0
ENSG00000143632.14,0.0
ENSG00000186081.12,0.0
ENSG00000142937.12,0.0
ENSG00000179218.14,0.0
ENSG00000177600.9,0.0
ENSG00000175130.7,0.0
ENSG00000174444.15,0.0
ENSG00000173432.12,0.0
ENSG00000173372.17,0.0
ENSG00000173369.17,0.0
ENSG00000126432.14,0.0
ENSG00000143546.10,0.0
